loss,val_loss,dice,val_dice
0.5085111856460571,0.5479143261909485,0.09359927475452423,0.008395795710384846
0.33459800481796265,0.5567125082015991,0.3941829800605774,0.004116648808121681
0.27790477871894836,0.5720624923706055,0.5059407949447632,0.003399878041818738
0.2468215674161911,0.5846661925315857,0.5645066499710083,0.003657398046925664
0.22827337682247162,0.5535315871238708,0.5972616672515869,0.060261983424425125
0.21485653519630432,0.42903468012809753,0.6214286088943481,0.26136505603790283
0.20268514752388,0.3263997733592987,0.6444864273071289,0.43172314763069153
0.19450421631336212,0.21713300049304962,0.6581323146820068,0.6130892634391785
0.1873047947883606,0.21673806011676788,0.6712318658828735,0.6198137998580933
0.17851662635803223,0.1934278905391693,0.6867037415504456,0.6567218899726868
0.1741161197423935,0.20546811819076538,0.6951015591621399,0.637300968170166
0.16827021539211273,0.17847523093223572,0.705411434173584,0.6820544004440308
0.16365976631641388,0.16715259850025177,0.7135001420974731,0.702400267124176
0.16098588705062866,0.1736900955438614,0.7183765769004822,0.692513108253479
0.15673348307609558,0.16222602128982544,0.7262837290763855,0.7087839841842651
0.1564459651708603,0.1593872606754303,0.7266018986701965,0.714210569858551
0.15324072539806366,0.15614919364452362,0.7322646379470825,0.7197118401527405
0.15227171778678894,0.16311973333358765,0.733514130115509,0.7087385654449463
0.14920683205127716,0.1659785509109497,0.7391273975372314,0.7033022046089172
0.1474485844373703,0.15770238637924194,0.7418103814125061,0.7176470756530762
0.1458786129951477,0.16158463060855865,0.7450212836265564,0.7108069062232971
0.14585795998573303,0.15837256610393524,0.7449014186859131,0.7161062359809875
0.1445016711950302,0.16033191978931427,0.7474380135536194,0.7132037281990051
0.14586257934570312,0.16149233281612396,0.7443002462387085,0.7115556001663208
0.14597389101982117,0.1613682508468628,0.7449750304222107,0.7116879224777222
0.1525605022907257,0.16836512088775635,0.7333645820617676,0.7039116621017456
0.1473737508058548,0.16015885770320892,0.7425548434257507,0.7151376605033875
0.14509765803813934,0.15089304745197296,0.7465893626213074,0.7286856770515442
0.14294648170471191,0.14474064111709595,0.7512058019638062,0.7401825189590454
0.13928905129432678,0.1485227644443512,0.7565549612045288,0.7357531785964966
0.13731639087200165,0.1427944302558899,0.7600563168525696,0.7437793016433716
0.1356835961341858,0.1429806351661682,0.7627320885658264,0.7434630990028381
0.1326170563697815,0.158525750041008,0.7682647705078125,0.7224947214126587
0.12850409746170044,0.13552984595298767,0.7757993340492249,0.7558573484420776
0.12518349289894104,0.14800631999969482,0.7813945412635803,0.7369910478591919
0.12410765886306763,0.1388411968946457,0.7825368046760559,0.7510278820991516
0.12142516672611237,0.1304989606142044,0.7874206304550171,0.7637467980384827
0.12221028655767441,0.1317794919013977,0.7860848307609558,0.7618080973625183
0.11938032507896423,0.1317508965730667,0.7913339734077454,0.7619110941886902
0.11817434430122375,0.13193635642528534,0.7932730913162231,0.7628868818283081
0.11520837247371674,0.1312979757785797,0.798046886920929,0.7635353803634644
0.11406096071004868,0.1273561418056488,0.8003713488578796,0.7708827257156372
0.11311572045087814,0.12683960795402527,0.8020316958427429,0.7706200480461121
0.11149579286575317,0.12365896254777908,0.804961621761322,0.7768792510032654
0.11140328645706177,0.1278298795223236,0.8050751090049744,0.7707316279411316
0.11115455627441406,0.1267451047897339,0.8054155111312866,0.7719075083732605
0.10926850885152817,0.12817949056625366,0.8088405132293701,0.7692395448684692
0.111308753490448,0.12851335108280182,0.8049054741859436,0.7694277763366699
0.10945173352956772,0.12662987411022186,0.8084246516227722,0.771945595741272
0.1096542701125145,0.12673725187778473,0.8078709244728088,0.7717614769935608
